"Период","Google Ads","Яндекс: Директ","Яндекс.Директ: Не определено","Другая реклама: определено по меткам","nothing"
"2022-02-10","95","0","0","0",""
"2022-02-11","95","0","0","0",""
"2022-02-12","49","0","0","0",""
"2022-02-13","46","0","0","0",""
"2022-02-14","72","0","0","0",""
"2022-02-15","2","0","0","0",""
"2022-02-16","3","0","0","0",""
"2022-02-17","0","0","0","0",""
"2022-02-18","0","0","0","0",""
"2022-02-19","1","0","0","0",""
"2022-02-20","2","0","0","0",""
"2022-02-21","0","0","0","0",""
"2022-02-22","2","0","0","0",""
"2022-02-23","3","0","0","0",""
"2022-02-24","0","0","0","0",""
"2022-02-25","2","0","0","0",""
"2022-02-26","0","0","0","0",""
"2022-02-27","0","0","0","0",""
"2022-02-28","3","0","0","0",""
"2022-03-01","0","0","0","0",""
"2022-03-02","0","0","0","0",""
"2022-03-03","0","0","0","0",""
"2022-03-04","0","0","0","0",""
"2022-03-05","2","0","0","0",""
"2022-03-06","0","0","0","0",""
"2022-03-07","0","0","0","0",""
"2022-03-08","0","0","0","0",""
"2022-03-09","0","0","0","0",""
"2022-03-10","0","0","0","0",""
"2022-03-11","3","0","0","0",""
"2022-03-12","0","0","0","0",""
"2022-03-13","2","0","0","0",""
"2022-03-14","1","0","0","0",""
"2022-03-15","0","0","0","0",""
"2022-03-16","0","0","0","0",""
"2022-03-17","0","45","0","0",""
"2022-03-18","0","0","0","0",""
"2022-03-19","0","0","0","0",""
"2022-03-20","0","0","0","0",""
"2022-03-21","0","0","0","0",""
"2022-03-22","0","24","0","0",""
"2022-03-23","1","43","1","0",""
"2022-03-24","1","47","0","0",""
"2022-03-25","0","42","0","0",""
"2022-03-26","1","30","0","0",""
"2022-03-27","0","33","0","0",""
"2022-03-28","0","1","0","0",""
"2022-03-29","0","1","0","0",""
"2022-03-30","1","0","0","0",""
"2022-03-31","0","0","0","0",""
"2022-04-01","0","0","0","0",""
"2022-04-02","1","0","0","0",""
"2022-04-03","0","0","0","0",""
"2022-04-04","0","14","1","0",""
"2022-04-05","0","67","2","0",""
"2022-04-06","0","82","2","0",""
"2022-04-07","0","68","1","0",""
"2022-04-08","0","27","0","0",""
"2022-04-09","0","1","0","0",""
"2022-04-10","0","3","0","0",""
"2022-04-11","0","0","0","0",""
"2022-04-12","0","0","0","0",""
"2022-04-13","0","0","0","0",""
"2022-04-14","0","0","0","0",""
"2022-04-15","0","0","0","0",""
"2022-04-16","0","0","0","0",""
"2022-04-17","0","0","0","0",""
"2022-04-18","0","0","0","0",""
"2022-04-19","0","0","0","0",""
"2022-04-20","0","0","0","0",""
"2022-04-21","0","0","0","0",""
"2022-04-22","0","27","0","0",""
"2022-04-23","1","65","0","0",""
"2022-04-24","0","63","0","0",""
"2022-04-25","1","70","0","0",""
"2022-04-26","0","24","0","0",""
"2022-04-27","0","1","0","0",""
"2022-04-28","0","0","0","0",""
"2022-04-29","0","0","0","0",""
"2022-04-30","0","0","0","0",""
"2022-05-01","0","0","0","0",""
"2022-05-02","0","0","0","0",""
"2022-05-03","0","0","0","0",""
"2022-05-04","0","0","0","0",""
"2022-05-05","0","0","0","0",""
"2022-05-06","0","0","0","0",""
"2022-05-07","0","0","0","0",""
"2022-05-08","0","0","0","0",""
"2022-05-09","0","0","0","0",""
"2022-05-10","0","0","0","0",""
"2022-05-11","0","0","0","0",""
"2022-05-12","0","0","0","0",""
"2022-05-13","0","0","0","0",""
"2022-05-14","0","0","0","0",""
"2022-05-15","0","0","0","0",""
"2022-05-16","0","0","0","0",""
"2022-05-17","0","0","0","0",""
"2022-05-18","21","23","0","0",""
"2022-05-19","20","11","0","0",""
"2022-05-20","2","2","0","0",""
"2022-05-21","0","0","0","0",""
"2022-05-22","0","0","0","0",""
"2022-05-23","0","0","0","0",""
"2022-05-24","0","0","0","0",""
"2022-05-25","2","0","0","0",""
"2022-05-26","0","0","0","0",""
"2022-05-27","0","0","0","0",""
"2022-05-28","0","0","0","0",""
"2022-05-29","0","0","0","0",""
"2022-05-30","0","0","0","0",""
"2022-05-31","0","0","0","0",""
"2022-06-01","0","0","0","0",""
"2022-06-02","0","0","0","0",""
"2022-06-03","0","0","0","0",""
"2022-06-04","0","0","0","0",""
"2022-06-05","0","0","0","0",""
"2022-06-06","0","0","0","0",""
"2022-06-07","0","23","0","0",""
"2022-06-08","0","60","2","0",""
"2022-06-09","0","43","0","0",""
"2022-06-10","0","26","0","0",""
"2022-06-11","0","22","0","0",""
"2022-06-12","0","45","1","0",""
"2022-06-13","0","33","0","0",""
"2022-06-14","0","16","0","0",""
"2022-06-15","0","1","0","0",""
"2022-06-16","0","3","0","0",""
"2022-06-17","0","0","0","0",""
"2022-06-18","0","1","0","0",""
"2022-06-19","0","0","0","0",""
"2022-06-20","0","0","0","0",""
"2022-06-21","0","0","0","0",""
"2022-06-22","0","0","0","0",""
"2022-06-23","0","0","0","0",""
"2022-06-24","0","0","0","0",""
"2022-06-25","0","0","0","0",""
"2022-06-26","0","0","0","0",""
"2022-06-27","0","1","0","0",""
"2022-06-28","0","0","0","0",""
"2022-06-29","0","0","0","0",""
"2022-06-30","0","0","0","0",""
"2022-07-01","45","8","0","0",""
"2022-07-02","40","31","0","0",""
"2022-07-03","152","33","0","0",""
"2022-07-04","28","34","0","0",""
"2022-07-05","2","37","1","0",""
"2022-07-06","3","56","0","0",""
"2022-07-07","5","56","0","0",""
"2022-07-08","0","34","1","0",""
"2022-07-09","1","20","0","0",""
"2022-07-10","2","11","0","0",""
"2022-07-11","1","1","0","0",""
"2022-07-12","3","1","0","0",""
"2022-07-13","1","1","0","0",""
"2022-07-14","0","0","0","0",""
"2022-07-15","2","0","0","0",""
"2022-07-16","2","0","0","0",""
"2022-07-17","0","0","0","0",""
"2022-07-18","0","2","0","0",""
"2022-07-19","1","1","0","0",""
"2022-07-20","0","0","0","0",""
"2022-07-21","0","0","0","0",""
"2022-07-22","0","0","0","0",""
"2022-07-23","0","0","0","0",""
"2022-07-24","1","0","0","0",""
"2022-07-25","1","0","0","0",""
"2022-07-26","1","0","0","0",""
"2022-07-27","0","0","0","0",""
"2022-07-28","0","0","0","0",""
"2022-07-29","0","0","0","0",""
"2022-07-30","0","0","0","0",""
"2022-07-31","0","0","0","0",""
"2022-08-01","0","0","0","0",""
"2022-08-02","0","0","0","0",""
"2022-08-03","0","1","0","0",""
"2022-08-04","1","0","0","0",""
"2022-08-05","0","0","0","0",""
"2022-08-06","0","0","0","0",""
"2022-08-07","0","0","0","0",""
"2022-08-08","0","0","0","0",""
"2022-08-09","1","0","0","0",""
"2022-08-10","0","0","0","0",""
"2022-08-11","1","0","0","0",""
"2022-08-12","0","0","0","0",""
"2022-08-13","0","0","0","0",""
"2022-08-14","1","0","0","0",""
"2022-08-15","0","0","0","0",""
"2022-08-16","0","0","0","0",""
"2022-08-17","0","0","0","0",""
"2022-08-18","0","0","0","0",""
"2022-08-19","0","0","0","0",""
"2022-08-20","1","0","0","0",""
"2022-08-21","2","0","0","0",""
"2022-08-22","1","0","0","0",""
"2022-08-23","0","0","0","0",""
"2022-08-24","0","0","0","0",""
"2022-08-25","0","0","0","0",""
"2022-08-26","0","0","0","0",""
"2022-08-27","1","0","0","0",""
"2022-08-28","0","0","0","0",""
"2022-08-29","2","0","0","0",""
"2022-08-30","0","0","0","0",""
"2022-08-31","0","0","0","0",""
"2022-09-01","0","0","0","0",""
"2022-09-02","0","0","0","0",""
"2022-09-03","0","0","0","0",""
"2022-09-04","0","0","0","0",""
"2022-09-05","0","0","0","0",""
"2022-09-06","0","0","0","0",""
"2022-09-07","0","0","0","0",""
"2022-09-08","0","0","0","0",""
"2022-09-09","0","0","0","0",""
"2022-09-10","0","0","0","0",""
"2022-09-11","0","0","0","0",""
"2022-09-12","0","0","0","0",""
"2022-09-13","0","0","0","0",""
"2022-09-14","0","0","0","0",""
"2022-09-15","0","0","0","0",""
"2022-09-16","2","0","0","0",""
"2022-09-17","0","0","0","0",""
"2022-09-18","0","0","0","0",""
"2022-09-19","1","0","0","0",""
"2022-09-20","0","0","0","0",""
"2022-09-21","0","0","0","0",""
"2022-09-22","49","9","0","0",""
"2022-09-23","147","16","0","0",""
"2022-09-24","26","49","0","0",""
"2022-09-25","11","46","0","0",""
"2022-09-26","5","45","0","0",""
"2022-09-27","2","52","1","0",""
"2022-09-28","96","121","1","0",""
"2022-09-29","200","331","1","0",""
"2022-09-30","5","21","1","0",""
"2022-10-01","7","3","0","0",""
"2022-10-02","3","3","0","0",""
"2022-10-03","7","1","1","0",""
"2022-10-04","3","3","0","0",""
"2022-10-05","4","3","0","0",""
"2022-10-06","3","2","0","0",""
"2022-10-07","6","2","0","0",""
"2022-10-08","1","3","0","0",""
"2022-10-09","2","3","0","0",""
"2022-10-10","200","100","0","0",""
"2022-10-11","184","307","1","0",""
"2022-10-12","17","3","1","0",""
"2022-10-13","7","2","1","0",""
"2022-10-14","6","3","0","0",""
"2022-10-15","2","0","0","0",""
"2022-10-16","2","2","0","0",""
"2022-10-17","1","0","0","0",""
"2022-10-18","3","0","1","0",""
"2022-10-19","3","0","0","0",""
"2022-10-20","2","0","0","0",""
"2022-10-21","2","0","0","0",""
"2022-10-22","2","0","0","0",""
"2022-10-23","0","0","0","0",""
"2022-10-24","3","1","0","0",""
"2022-10-25","1","1","0","0",""
"2022-10-26","0","0","0","0",""
"2022-10-27","2","0","0","0",""
"2022-10-28","86","0","0","0",""
"2022-10-29","148","38","1","0",""
"2022-10-30","46","14","0","0",""
"2022-10-31","42","2","0","0",""
"2022-11-01","7","0","0","0",""
"2022-11-02","5","5","0","0",""
"2022-11-03","5","3","0","0",""
"2022-11-04","3","10","0","0",""
"2022-11-05","1","12","0","0",""
"2022-11-06","3","6","0","0",""
"2022-11-07","2","14","0","0",""
"2022-11-08","2","20","0","0",""
"2022-11-09","8","16","0","0",""
"2022-11-10","4","15","0","0",""
"2022-11-11","7","7","0","0",""
"2022-11-12","13","1","0","0",""
"2022-11-13","26","2","0","0",""
"2022-11-14","35","2","0","0",""
"2022-11-15","38","1","0","0",""
"2022-11-16","27","75","0","0",""
"2022-11-17","15","59","0","0",""
"2022-11-18","3","26","1","0",""
"2022-11-19","2","6","0","0",""
"2022-11-20","2","12","0","0",""
"2022-11-21","6","25","1","0",""
"2022-11-22","1","35","1","0",""
"2022-11-23","6","37","0","0",""
"2022-11-24","2","72","1","0",""
"2022-11-25","0","42","1","0",""
"2022-11-26","0","43","1","0",""
"2022-11-27","1","67","0","0",""
"2022-11-28","1","85","0","0",""
"2022-11-29","1","90","0","0",""
"2022-11-30","0","50","1","0",""
"2022-12-01","6","61","0","0",""
"2022-12-02","7","42","0","0",""
"2022-12-03","12","34","0","0",""
"2022-12-04","83","56","0","0",""
"2022-12-05","24","75","0","0",""
"2022-12-06","16","107","0","0",""
"2022-12-07","26","102","1","0",""
"2022-12-08","33","66","0","0",""
"2022-12-09","43","60","0","0",""
"2022-12-10","40","45","0","0",""
"2022-12-11","22","48","0","0",""
"2022-12-12","0","56","1","1",""
"2022-12-13","4","67","0","0",""
"2022-12-14","2","56","0","0",""
"2022-12-15","3","25","2","0",""
"2022-12-16","1","5","2","0",""
"2022-12-17","1","1","1","0",""
"2022-12-18","0","1","0","0",""
"2022-12-19","30","100","11","0",""
"2022-12-20","38","205","8","0",""
"2022-12-21","30","134","2","0",""
"2022-12-22","39","153","0","0",""
"2022-12-23","26","126","0","0",""
"2022-12-24","20","29","1","0",""
"2022-12-25","2","7","0","0",""
"2022-12-26","3","2","1","0",""
"2022-12-27","0","4","0","0",""
"2022-12-28","1","1","0","0",""
"2022-12-29","3","3","0","0",""
"2022-12-30","0","4","0","0",""
"2022-12-31","1","0","0","0",""
"2023-01-01","1","1","0","0",""
"2023-01-02","0","0","0","0",""
"2023-01-03","20","51","1","0",""
"2023-01-04","33","160","3","0",""
"2023-01-05","39","118","1","0",""
"2023-01-06","23","134","0","0",""
"2023-01-07","22","85","0","0",""
"2023-01-08","25","68","0","0",""
"2023-01-09","11","49","0","0",""
"2023-01-10","1","25","0","0",""
"2023-01-11","1","124","1","0",""
"2023-01-12","2","177","2","0",""
"2023-01-13","2","131","5","0",""
"2023-01-14","3","72","0","0",""
"2023-01-15","1","92","2","0",""
"2023-01-16","0","52","1","0",""
"2023-01-17","0","29","3","0",""
"2023-01-18","0","136","5","0",""
"2023-01-19","0","143","3","0",""
"2023-01-20","1","138","0","0",""
"2023-01-21","0","45","1","0",""
"2023-01-22","0","94","0","0",""
"2023-01-23","1","29","1","0",""
"2023-01-24","1","21","0","0",""
"2023-01-25","3","85","0","0",""
"2023-01-26","1","135","0","0",""
"2023-01-27","0","97","3","0",""
"2023-01-28","1","89","1","0",""
"2023-01-29","0","38","1","0",""
"2023-01-30","0","25","1","0",""
"2023-01-31","0","25","0","0",""
"2023-02-01","0","10","0","0",""
"2023-02-02","0","145","1","0",""
"2023-02-03","0","186","0","0",""
"2023-02-04","0","78","0","0",""
"2023-02-05","0","92","0","0",""
"2023-02-06","0","128","3","0",""
"2023-02-07","1","71","1","0",""
"2023-02-08","0","109","1","1",""
"2023-02-09","1","59","1","0",""
"2023-02-10","0","102","1","0",""
"2023-02-11","0","69","1","0",""
"2023-02-12","0","50","0","0",""
"2023-02-13","0","38","0","0",""
"2023-02-14","0","2","0","0",""
"2023-02-15","36","100","1","0",""
"2023-02-16","62","175","0","0",""
"2023-02-17","56","185","2","0",""
"2023-02-18","66","128","1","0",""
"2023-02-19","41","127","1","0",""
"2023-02-20","2","125","0","0",""
"2023-02-21","1","76","0","0",""
"2023-02-22","0","64","1","0",""
"2023-02-23","0","31","0","0",""
"2023-02-24","1","22","0","0",""
"2023-02-25","0","9","0","0",""
"2023-02-26","0","1","0","0",""
"2023-02-27","0","1","0","0",""
"2023-02-28","3","2","0","0",""
"2023-03-01","0","2","1","0",""
"2023-03-02","0","4","0","0",""
"2023-03-03","0","3","1","0",""
"2023-03-04","0","0","0","0",""
"2023-03-05","0","3","0","0",""
"2023-03-06","0","2","0","0",""
"2023-03-07","0","0","0","0",""
"2023-03-08","0","0","0","0",""
"2023-03-09","0","0","0","1",""
"2023-03-10","0","62","2","0",""
"2023-03-11","0","201","1","0",""
"2023-03-12","0","317","5","0",""
"2023-03-13","0","271","3","0",""
"2023-03-14","0","151","4","0",""
"2023-03-15","0","54","3","0",""
"2023-03-16","1","2","2","0",""
"2023-03-17","0","3","1","0",""
"2023-03-18","0","2","0","0",""
"2023-03-19","0","2","0","0",""
"2023-03-20","0","157","1","0",""
"2023-03-21","0","228","3","0",""
"2023-03-22","0","187","0","0",""
"2023-03-23","1","69","1","0",""
"2023-03-24","0","37","0","0",""
"2023-03-25","0","6","0","0",""
"2023-03-26","1","4","0","0",""
"2023-03-27","2","73","0","0",""
"2023-03-28","1","95","1","0",""
"2023-03-29","1","76","1","0",""
"2023-03-30","0","55","1","0",""
"2023-03-31","0","27","0","0",""
"2023-04-01","1","20","0","0",""
"2023-04-02","1","8","0","0",""
"2023-04-03","0","46","0","0",""
"2023-04-04","0","174","1","0",""
"2023-04-05","0","53","0","0",""
"2023-04-06","0","11","0","0",""
"2023-04-07","0","48","0","0",""
"2023-04-08","1","31","0","0",""
"2023-04-09","0","31","0","0",""
"2023-04-10","0","30","0","0",""
"2023-04-11","0","47","0","1",""
"2023-04-12","0","41","1","0",""
"2023-04-13","0","77","0","0",""
"2023-04-14","2","74","0","0",""
"2023-04-15","0","3","0","0",""
"2023-04-16","0","1","0","0",""
"2023-04-17","0","83","2","0",""
"2023-04-18","0","74","0","0",""
"2023-04-19","0","42","0","0",""
"2023-04-20","0","40","0","0",""
"2023-04-21","0","41","0","0",""
"2023-04-22","0","0","0","0",""
"2023-04-23","0","0","1","0",""
"2023-04-24","0","1","0","0",""
"2023-04-25","0","0","0","0",""
"2023-04-26","0","26","2","0",""
"2023-04-27","0","71","0","0",""
"2023-04-28","0","152","0","0",""
"2023-04-29","0","53","1","0",""
"2023-04-30","0","23","0","0",""
"2023-05-01","0","45","0","0",""
"2023-05-02","0","64","1","0",""
"2023-05-03","0","75","1","0",""
"2023-05-04","0","47","1","0",""
"2023-05-05","0","41","0","0",""
"2023-05-06","0","27","1","0",""
"2023-05-07","0","15","1","0",""
"2023-05-08","0","4","0","0",""
"2023-05-09","0","0","0","0",""
"2023-05-10","0","0","0","0",""
"2023-05-11","0","0","0","0",""
"2023-05-12","0","0","0","0",""
"2023-05-13","0","2","0","0",""
"2023-05-14","1","0","0","0",""
"2023-05-15","0","85","5","0",""
"2023-05-16","0","127","2","0",""
"2023-05-17","0","52","1","0",""
"2023-05-18","0","39","0","0",""
"2023-05-19","0","94","1","0",""
"2023-05-20","0","51","1","1",""
"2023-05-21","0","24","0","0",""
"2023-05-22","0","78","1","0",""
"2023-05-23","0","47","0","0",""
"2023-05-24","0","5","0","1",""
"2023-05-25","0","94","0","0",""
"2023-05-26","0","62","0","1",""
"2023-05-27","0","18","0","0",""
"2023-05-28","0","11","0","0",""
"2023-05-29","0","4","0","0",""
"2023-05-30","0","3","0","0",""
"2023-05-31","0","2","1","0",""
"2023-06-01","0","72","0","0",""
"2023-06-02","0","162","0","0",""
"2023-06-03","0","38","1","0",""
"2023-06-04","0","29","0","1",""
"2023-06-05","0","40","0","0",""
"2023-06-06","0","36","0","0",""
"2023-06-07","0","49","0","3",""
"2023-06-08","0","43","0","2",""
"2023-06-09","0","30","0","1",""
"2023-06-10","0","35","0","1",""
"2023-06-11","0","25","2","1",""
"2023-06-12","0","102","0","0",""
"2023-06-13","0","82","0","1",""
"2023-06-14","1","27","1","0",""
"2023-06-15","0","23","0","1",""
"2023-06-16","0","40","0","0",""
"2023-06-17","0","32","0","0",""
"2023-06-18","0","75","0","0",""
"2023-06-19","0","66","3","0",""
"2023-06-20","0","51","0","0",""
"2023-06-21","1","34","0","0",""
"2023-06-22","0","28","1","0",""
"2023-06-23","0","23","0","0",""
"2023-06-24","0","15","0","0",""
"2023-06-25","0","6","0","0",""
"2023-06-26","0","30","0","0",""
"2023-06-27","0","43","1","1",""
"2023-06-28","0","47","0","0",""
"2023-06-29","0","31","0","0",""
"2023-06-30","0","32","0","0",""
"2023-07-01","0","34","0","0",""
"2023-07-02","0","25","0","0",""
"2023-07-03","0","48","1","0",""
"2023-07-04","0","104","2","0",""
"2023-07-05","0","76","1","0",""
"2023-07-06","0","57","0","0",""
"2023-07-07","0","33","1","0",""
"2023-07-08","0","27","0","0",""
"2023-07-09","0","27","0","0",""
"2023-07-10","0","45","0","0",""
"2023-07-11","0","42","1","0",""
"2023-07-12","0","48","3","0",""
"2023-07-13","0","44","1","0",""
"2023-07-14","0","23","0","0",""
"2023-07-15","0","34","1","0",""
"2023-07-16","0","43","1","0",""
"2023-07-17","0","14","0","0",""
"2023-07-18","0","6","3","0",""
"2023-07-19","0","38","1","0",""
"2023-07-20","0","111","1","1",""
"2023-07-21","0","72","2","0",""
"2023-07-22","1","33","0","0",""
"2023-07-23","0","20","0","0",""
"2023-07-24","0","25","1","0",""
"2023-07-25","0","44","1","0",""
"2023-07-26","0","34","1","0",""
"2023-07-27","0","62","0","0",""
"2023-07-28","0","49","0","0",""
"2023-07-29","0","46","0","0",""
"2023-07-30","0","45","0","0",""
"2023-07-31","0","49","0","0",""
"2023-08-01","0","55","0","0",""
"2023-08-02","0","51","0","0",""
"2023-08-03","0","43","1","0",""
"2023-08-04","0","46","0","0",""
"2023-08-05","0","32","0","0",""
"2023-08-06","0","33","0","0",""
"2023-08-07","0","84","0","0",""
"2023-08-08","0","64","1","0",""
"2023-08-09","0","35","0","1",""
"2023-08-10","0","8","1","0",""
"2023-08-11","0","3","0","0",""
"2023-08-12","0","0","1","0",""
"2023-08-13","0","34","0","0",""
"2023-08-14","0","8","1","0",""
"2023-08-15","0","1","0","0",""
"2023-08-16","0","1","0","0",""
"2023-08-17","0","3","0","0",""
"2023-08-18","0","75","2","0",""
"2023-08-19","0","101","0","0",""
"2023-08-20","0","95","1","0",""
"2023-08-21","0","80","0","0",""
"2023-08-22","0","39","0","0",""
"2023-08-23","2","33","0","0",""
"2023-08-24","0","40","1","0",""
"2023-08-25","0","36","0","0",""
"2023-08-26","0","17","0","0",""
"2023-08-27","0","36","2","0",""
"2023-08-28","0","67","0","0",""
"2023-08-29","0","48","0","0",""
"2023-08-30","0","47","0","0",""
"2023-08-31","0","51","0","0",""
"2023-09-01","0","40","0","0",""
"2023-09-02","0","41","0","0",""
"2023-09-03","0","32","0","0",""
"2023-09-04","0","35","1","1",""
"2023-09-05","0","35","0","0",""
"2023-09-06","0","53","0","0",""
"2023-09-07","0","68","0","0",""
"2023-09-08","2","58","0","0",""
"2023-09-09","0","40","2","0",""
"2023-09-10","0","59","0","0",""
"2023-09-11","0","61","0","0",""
"2023-09-12","0","81","0","0",""
"2023-09-13","0","55","0","0",""
"2023-09-14","1","53","0","1",""
"2023-09-15","1","80","0","0",""
"2023-09-16","0","58","0","0",""
"2023-09-17","1","44","0","0",""
"2023-09-18","0","46","1","0",""
"2023-09-19","0","54","0","1",""
"2023-09-20","1","62","0","0",""
"2023-09-21","0","67","1","0",""
"2023-09-22","0","46","0","0",""
"2023-09-23","1","44","0","1",""
"2023-09-24","0","70","0","0",""
"2023-09-25","0","38","0","0",""
"2023-09-26","0","48","0","1",""
"2023-09-27","0","50","2","0",""
"2023-09-28","0","47","1","0",""
"2023-09-29","0","67","0","0",""
"2023-09-30","0","70","0","0",""
"2023-10-01","0","58","0","0",""
"2023-10-02","0","59","0","0",""
"2023-10-03","0","58","2","0",""
"2023-10-04","0","65","1","0",""
"2023-10-05","0","58","0","0",""
"2023-10-06","0","55","0","0",""
"2023-10-07","0","58","0","0",""
"2023-10-08","0","49","0","0",""
"2023-10-09","0","62","2","0",""
"2023-10-10","0","52","0","0",""
"2023-10-11","0","52","0","0",""
"2023-10-12","0","62","2","0",""
"2023-10-13","0","52","0","0",""
"2023-10-14","0","52","0","0",""
"2023-10-15","0","58","0","0",""
"2023-10-16","0","108","4","0",""
"2023-10-17","0","58","3","0",""
"2023-10-18","0","56","0","0",""
"2023-10-19","0","31","0","0",""
"2023-10-20","0","50","1","0",""
"2023-10-21","0","40","0","0",""
"2023-10-22","0","31","0","0",""
"2023-10-23","0","57","2","0",""
"2023-10-24","0","60","0","0",""
"2023-10-25","0","41","1","0",""
